timestamp, index, utilization.gpu [%], memory.used [MiB]
2026/09/05 21:25:42.128, 0, 0 %, 10802 MiB
2026/09/05 21:25:42.129, 1, 0 %, 8555 MiB
2026/09/05 21:25:43.130, 0, 0 %, 10798 MiB
2026/09/05 21:25:43.132, 1, 0 %, 8555 MiB
2026/09/05 21:25:44.135, 0, 0 %, 10794 MiB
2026/09/05 21:25:44.137, 1, 0 %, 8555 MiB
2026/09/05 21:25:45.140, 0, 0 %, 10794 MiB
2026/09/05 21:25:45.141, 1, 0 %, 8555 MiB
2026/09/05 21:25:46.142, 0, 0 %, 10764 MiB
2026/09/05 21:25:46.145, 1, 0 %, 8555 MiB
2026/09/05 21:25:47.147, 0, 0 %, 10764 MiB
2026/09/05 21:25:47.148, 1, 0 %, 8555 MiB
2026/09/05 21:25:48.150, 0, 0 %, 10764 MiB
2026/09/05 21:25:48.151, 1, 0 %, 8555 MiB
2026/09/05 21:25:49.152, 0, 0 %, 10764 MiB
2026/09/05 21:25:49.153, 1, 0 %, 8555 MiB
2026/09/05 21:25:50.155, 0, 5 %, 10764 MiB
2026/09/05 21:25:50.156, 1, 0 %, 8555 MiB
2026/09/05 21:25:51.157, 0, 0 %, 10768 MiB
2026/09/05 21:25:51.159, 1, 0 %, 8555 MiB
2026/09/05 21:25:52.161, 0, 3 %, 10768 MiB
2026/09/05 21:25:52.163, 1, 0 %, 8555 MiB
2026/09/05 21:25:53.165, 0, 6 %, 10768 MiB
2026/09/05 21:25:53.167, 1, 0 %, 8555 MiB
2026/09/05 21:25:54.169, 0, 4 %, 10768 MiB
2026/09/05 21:25:54.172, 1, 0 %, 8555 MiB
2026/09/05 21:25:55.174, 0, 17 %, 10768 MiB
2026/09/05 21:25:55.176, 1, 0 %, 8555 MiB
2026/09/05 21:25:56.178, 0, 20 %, 10768 MiB
2026/09/05 21:25:56.179, 1, 0 %, 8555 MiB
2026/09/05 21:25:57.180, 0, 11 %, 10768 MiB
2026/09/05 21:25:57.182, 1, 0 %, 8555 MiB
2026/09/05 21:25:58.183, 0, 17 %, 10783 MiB
2026/09/05 21:25:58.184, 1, 0 %, 8555 MiB
2026/09/05 21:25:59.186, 0, 8 %, 10783 MiB
2026/09/05 21:25:59.188, 1, 0 %, 8555 MiB
2026/09/05 21:26:00.190, 0, 11 %, 10766 MiB
2026/09/05 21:26:00.192, 1, 0 %, 8555 MiB
2026/09/05 21:26:01.194, 0, 14 %, 10750 MiB
2026/09/05 21:26:01.196, 1, 0 %, 8555 MiB
2026/09/05 21:26:04.143, 0, 17 %, 10746 MiB
2026/09/05 21:26:04.144, 1, 0 %, 8555 MiB
2026/09/05 21:26:05.145, 0, 13 %, 10750 MiB
2026/09/05 21:26:05.146, 1, 0 %, 8555 MiB
2026/09/05 21:26:06.147, 0, 11 %, 10750 MiB
2026/09/05 21:26:06.149, 1, 0 %, 8555 MiB
2026/09/05 21:26:07.151, 0, 13 %, 10749 MiB
2026/09/05 21:26:07.152, 1, 0 %, 8555 MiB
2026/09/05 21:26:08.155, 0, 1 %, 10749 MiB
2026/09/05 21:26:08.156, 1, 0 %, 8555 MiB
2026/09/05 21:26:09.158, 0, 1 %, 10749 MiB
2026/09/05 21:26:09.160, 1, 0 %, 8555 MiB
2026/09/05 21:26:10.162, 0, 1 %, 10749 MiB
2026/09/05 21:26:10.163, 1, 0 %, 8555 MiB
2026/09/05 21:26:11.165, 0, 0 %, 10749 MiB
2026/09/05 21:26:11.168, 1, 0 %, 8555 MiB
2026/09/05 21:26:12.170, 0, 2 %, 10749 MiB
2026/09/05 21:26:12.170, 1, 0 %, 8555 MiB
2026/09/05 21:26:13.172, 0, 1 %, 10749 MiB
2026/09/05 21:26:13.173, 1, 0 %, 8555 MiB
2026/09/05 21:26:14.174, 0, 0 %, 10749 MiB
2026/09/05 21:26:14.176, 1, 0 %, 8555 MiB
2026/09/05 21:26:15.178, 0, 1 %, 10749 MiB
2026/09/05 21:26:15.180, 1, 0 %, 8555 MiB
2026/09/05 21:26:16.182, 0, 11 %, 10744 MiB
2026/09/05 21:26:16.186, 1, 0 %, 8555 MiB
2026/09/05 21:26:17.188, 0, 11 %, 10745 MiB
2026/09/05 21:26:17.189, 1, 0 %, 8555 MiB
2026/09/05 21:26:18.190, 0, 5 %, 10737 MiB
2026/09/05 21:26:18.193, 1, 0 %, 8555 MiB
2026/09/05 21:26:19.194, 0, 13 %, 10735 MiB
2026/09/05 21:26:19.196, 1, 0 %, 8555 MiB
2026/09/05 21:26:20.197, 0, 11 %, 10735 MiB
2026/09/05 21:26:20.199, 1, 0 %, 8555 MiB
2026/09/05 21:26:21.200, 0, 12 %, 10734 MiB
2026/09/05 21:26:21.205, 1, 0 %, 8555 MiB
2026/09/05 21:26:22.207, 0, 5 %, 10734 MiB
2026/09/05 21:26:22.209, 1, 0 %, 8555 MiB
2026/09/05 21:26:23.210, 0, 12 %, 10734 MiB
2026/09/05 21:26:23.216, 1, 0 %, 8555 MiB
2026/09/05 21:26:24.223, 0, 13 %, 10734 MiB
2026/09/05 21:26:24.224, 1, 0 %, 8555 MiB
2026/09/05 21:26:25.226, 0, 7 %, 10734 MiB
2026/09/05 21:26:25.228, 1, 0 %, 8555 MiB
2026/09/05 21:26:26.229, 0, 13 %, 10734 MiB
2026/09/05 21:26:26.231, 1, 0 %, 8555 MiB
2026/09/05 21:26:27.232, 0, 2 %, 10734 MiB
2026/09/05 21:26:27.233, 1, 0 %, 8555 MiB
2026/09/05 21:26:28.235, 0, 0 %, 10734 MiB
2026/09/05 21:26:28.237, 1, 0 %, 8555 MiB
2026/09/05 21:26:29.239, 0, 2 %, 10733 MiB
2026/09/05 21:26:29.241, 1, 0 %, 8555 MiB
2026/09/05 21:26:30.243, 0, 0 %, 10733 MiB
2026/09/05 21:26:30.245, 1, 0 %, 8555 MiB
2026/09/05 21:26:31.247, 0, 2 %, 10733 MiB
2026/09/05 21:26:31.249, 1, 0 %, 8555 MiB
2026/09/05 21:26:32.251, 0, 0 %, 10733 MiB
2026/09/05 21:26:32.253, 1, 0 %, 8555 MiB
2026/09/05 21:26:33.255, 0, 4 %, 10733 MiB
2026/09/05 21:26:33.257, 1, 0 %, 8555 MiB
2026/09/05 21:26:34.258, 0, 4 %, 10733 MiB
2026/09/05 21:26:34.259, 1, 0 %, 8555 MiB
2026/09/05 21:26:35.260, 0, 1 %, 10733 MiB
2026/09/05 21:26:35.261, 1, 0 %, 8555 MiB
2026/09/05 21:26:38.216, 0, 9 %, 10733 MiB
2026/09/05 21:26:38.218, 1, 0 %, 8555 MiB
2026/09/05 21:26:39.220, 0, 1 %, 10733 MiB
2026/09/05 21:26:39.222, 1, 0 %, 8555 MiB
2026/09/05 21:26:40.223, 0, 5 %, 10733 MiB
2026/09/05 21:26:40.226, 1, 0 %, 8555 MiB
2026/09/05 21:26:41.228, 0, 3 %, 10733 MiB
2026/09/05 21:26:41.230, 1, 0 %, 8555 MiB
2026/09/05 21:26:42.232, 0, 18 %, 10729 MiB
2026/09/05 21:26:42.234, 1, 0 %, 8555 MiB
2026/09/05 21:26:43.236, 0, 16 %, 10731 MiB
2026/09/05 21:26:43.237, 1, 0 %, 8555 MiB
2026/09/05 21:26:44.239, 0, 10 %, 10741 MiB
2026/09/05 21:26:44.240, 1, 0 %, 8555 MiB
2026/09/05 21:26:45.242, 0, 18 %, 10746 MiB
2026/09/05 21:26:45.244, 1, 0 %, 8555 MiB
2026/09/05 21:26:46.246, 0, 9 %, 10743 MiB
2026/09/05 21:26:46.248, 1, 0 %, 8555 MiB
2026/09/05 21:26:47.249, 0, 12 %, 10743 MiB
2026/09/05 21:26:47.251, 1, 0 %, 8555 MiB
2026/09/05 21:26:48.252, 0, 7 %, 10743 MiB
2026/09/05 21:26:48.253, 1, 0 %, 8555 MiB
2026/09/05 21:26:49.255, 0, 12 %, 10743 MiB
2026/09/05 21:26:49.257, 1, 0 %, 8555 MiB
2026/09/05 21:26:50.259, 0, 5 %, 10743 MiB
2026/09/05 21:26:50.261, 1, 0 %, 8555 MiB
2026/09/05 21:26:51.262, 0, 16 %, 10743 MiB
2026/09/05 21:26:51.265, 1, 0 %, 8555 MiB
2026/09/05 21:26:52.268, 0, 4 %, 10743 MiB
2026/09/05 21:26:52.269, 1, 0 %, 8555 MiB
2026/09/05 21:26:53.270, 0, 13 %, 10743 MiB
2026/09/05 21:26:53.273, 1, 0 %, 8555 MiB
2026/09/05 21:26:54.275, 0, 4 %, 10743 MiB
2026/09/05 21:26:54.277, 1, 0 %, 8555 MiB
2026/09/05 21:26:55.278, 0, 13 %, 10743 MiB
2026/09/05 21:26:55.279, 1, 0 %, 8555 MiB
2026/09/05 21:26:56.281, 0, 6 %, 10743 MiB
2026/09/05 21:26:56.284, 1, 0 %, 8555 MiB
2026/09/05 21:26:57.286, 0, 12 %, 10743 MiB
2026/09/05 21:26:57.288, 1, 0 %, 8555 MiB
2026/09/05 21:26:58.289, 0, 6 %, 10743 MiB
2026/09/05 21:26:58.291, 1, 0 %, 8555 MiB
2026/09/05 21:26:59.292, 0, 14 %, 10743 MiB
2026/09/05 21:26:59.294, 1, 0 %, 8555 MiB
2026/09/05 21:27:00.296, 0, 13 %, 10743 MiB
2026/09/05 21:27:00.297, 1, 0 %, 8555 MiB
2026/09/05 21:27:01.299, 0, 7 %, 10743 MiB
2026/09/05 21:27:01.302, 1, 0 %, 8555 MiB
2026/09/05 21:27:02.304, 0, 11 %, 10743 MiB
2026/09/05 21:27:02.307, 1, 0 %, 8555 MiB
2026/09/05 21:27:03.308, 0, 4 %, 10743 MiB
2026/09/05 21:27:03.309, 1, 0 %, 8555 MiB
2026/09/05 21:27:04.310, 0, 14 %, 10743 MiB
2026/09/05 21:27:04.313, 1, 0 %, 8555 MiB
2026/09/05 21:27:05.314, 0, 6 %, 10743 MiB
2026/09/05 21:27:05.316, 1, 0 %, 8555 MiB
2026/09/05 21:27:06.318, 0, 14 %, 10748 MiB
2026/09/05 21:27:06.319, 1, 0 %, 8555 MiB
2026/09/05 21:27:07.321, 0, 11 %, 10815 MiB
2026/09/05 21:27:07.322, 1, 0 %, 8555 MiB
2026/09/05 21:27:08.323, 0, 0 %, 10811 MiB
2026/09/05 21:27:08.324, 1, 0 %, 8555 MiB
2026/09/05 21:27:09.325, 0, 0 %, 10811 MiB
2026/09/05 21:27:09.326, 1, 0 %, 8555 MiB
2026/09/05 21:27:10.327, 0, 3 %, 10811 MiB
2026/09/05 21:27:10.330, 1, 0 %, 8555 MiB
2026/09/05 21:27:13.254, 0, 2 %, 10809 MiB
2026/09/05 21:27:13.255, 1, 0 %, 8555 MiB
2026/09/05 21:27:14.257, 0, 3 %, 10809 MiB
2026/09/05 21:27:14.263, 1, 0 %, 8555 MiB
2026/09/05 21:27:15.268, 0, 4 %, 10809 MiB
2026/09/05 21:27:15.270, 1, 0 %, 8555 MiB
2026/09/05 21:27:16.272, 0, 4 %, 10809 MiB
2026/09/05 21:27:16.273, 1, 0 %, 8555 MiB
2026/09/05 21:27:17.274, 0, 3 %, 10809 MiB
2026/09/05 21:27:17.276, 1, 0 %, 8555 MiB
2026/09/05 21:27:18.277, 0, 4 %, 10809 MiB
2026/09/05 21:27:18.279, 1, 0 %, 8555 MiB
2026/09/05 21:27:19.282, 0, 3 %, 10809 MiB
2026/09/05 21:27:19.284, 1, 0 %, 8555 MiB
2026/09/05 21:27:20.285, 0, 3 %, 10809 MiB
2026/09/05 21:27:20.286, 1, 0 %, 8555 MiB
2026/09/05 21:27:21.288, 0, 7 %, 10809 MiB
2026/09/05 21:27:21.289, 1, 0 %, 8555 MiB
2026/09/05 21:27:22.291, 0, 2 %, 10809 MiB
2026/09/05 21:27:22.293, 1, 0 %, 8555 MiB
2026/09/05 21:27:23.294, 0, 3 %, 10809 MiB
2026/09/05 21:27:23.295, 1, 0 %, 8555 MiB
2026/09/05 21:27:24.296, 0, 5 %, 10745 MiB
2026/09/05 21:27:24.298, 1, 0 %, 8555 MiB
2026/09/05 21:27:25.299, 0, 3 %, 10744 MiB
2026/09/05 21:27:25.300, 1, 0 %, 8555 MiB
2026/09/05 21:27:26.301, 0, 2 %, 10744 MiB
2026/09/05 21:27:26.304, 1, 0 %, 8555 MiB
2026/09/05 21:27:27.305, 0, 5 %, 10744 MiB
2026/09/05 21:27:27.307, 1, 0 %, 8555 MiB
2026/09/05 21:27:28.307, 0, 10 %, 10744 MiB
2026/09/05 21:27:28.315, 1, 0 %, 8555 MiB
2026/09/05 21:27:29.316, 0, 3 %, 10744 MiB
2026/09/05 21:27:29.317, 1, 0 %, 8555 MiB
2026/09/05 21:27:30.319, 0, 3 %, 10744 MiB
2026/09/05 21:27:30.322, 1, 0 %, 8555 MiB
2026/09/05 21:27:31.324, 0, 2 %, 10744 MiB
2026/09/05 21:27:31.326, 1, 0 %, 8555 MiB
2026/09/05 21:27:32.327, 0, 27 %, 10763 MiB
2026/09/05 21:27:32.330, 1, 0 %, 8555 MiB
2026/09/05 21:27:33.331, 0, 16 %, 10760 MiB
2026/09/05 21:27:33.332, 1, 0 %, 8555 MiB
2026/09/05 21:27:34.333, 0, 4 %, 10760 MiB
2026/09/05 21:27:34.334, 1, 0 %, 8555 MiB
2026/09/05 21:27:35.336, 0, 11 %, 10760 MiB
2026/09/05 21:27:35.337, 1, 0 %, 8555 MiB
2026/09/05 21:27:36.338, 0, 5 %, 10760 MiB
2026/09/05 21:27:36.340, 1, 0 %, 8555 MiB
2026/09/05 21:27:37.342, 0, 5 %, 10760 MiB
2026/09/05 21:27:37.344, 1, 0 %, 8555 MiB
2026/09/05 21:27:38.345, 0, 6 %, 10760 MiB
2026/09/05 21:27:38.347, 1, 0 %, 8555 MiB
2026/09/05 21:27:39.349, 0, 12 %, 10761 MiB
2026/09/05 21:27:39.352, 1, 0 %, 8555 MiB
2026/09/05 21:27:40.355, 0, 7 %, 10761 MiB
2026/09/05 21:27:40.357, 1, 0 %, 8555 MiB
2026/09/05 21:27:41.359, 0, 6 %, 10761 MiB
2026/09/05 21:27:41.362, 1, 0 %, 8555 MiB
2026/09/05 21:27:42.364, 0, 3 %, 10761 MiB
2026/09/05 21:27:42.367, 1, 0 %, 8555 MiB
2026/09/05 21:27:43.369, 0, 5 %, 10761 MiB
2026/09/05 21:27:43.372, 1, 0 %, 8555 MiB
2026/09/05 21:27:44.373, 0, 6 %, 10771 MiB
2026/09/05 21:27:44.377, 1, 0 %, 8555 MiB
2026/09/05 21:27:47.391, 0, 3 %, 10771 MiB
2026/09/05 21:27:47.392, 1, 0 %, 8555 MiB
2026/09/05 21:27:48.393, 0, 6 %, 10771 MiB
2026/09/05 21:27:48.394, 1, 0 %, 8555 MiB
2026/09/05 21:27:49.395, 0, 4 %, 10785 MiB
2026/09/05 21:27:49.397, 1, 0 %, 8555 MiB
2026/09/05 21:27:50.398, 0, 2 %, 10774 MiB
2026/09/05 21:27:50.401, 1, 0 %, 8555 MiB
2026/09/05 21:27:51.402, 0, 11 %, 10774 MiB
2026/09/05 21:27:51.404, 1, 0 %, 8555 MiB
2026/09/05 21:27:52.406, 0, 17 %, 10765 MiB
2026/09/05 21:27:52.411, 1, 0 %, 8555 MiB
2026/09/05 21:27:53.413, 0, 19 %, 10763 MiB
2026/09/05 21:27:53.415, 1, 0 %, 8555 MiB
2026/09/05 21:27:54.417, 0, 8 %, 10763 MiB
2026/09/05 21:27:54.419, 1, 0 %, 8555 MiB
2026/09/05 21:27:55.421, 0, 16 %, 10755 MiB
2026/09/05 21:27:55.423, 1, 0 %, 8555 MiB
2026/09/05 21:27:56.424, 0, 9 %, 10755 MiB
2026/09/05 21:27:56.425, 1, 0 %, 8555 MiB
2026/09/05 21:27:57.426, 0, 11 %, 10755 MiB
2026/09/05 21:27:57.427, 1, 0 %, 8555 MiB
2026/09/05 21:27:58.428, 0, 11 %, 10751 MiB
2026/09/05 21:27:58.429, 1, 0 %, 8555 MiB
2026/09/05 21:27:59.431, 0, 13 %, 10751 MiB
2026/09/05 21:27:59.434, 1, 0 %, 8555 MiB
2026/09/05 21:28:00.436, 0, 5 %, 10751 MiB
2026/09/05 21:28:00.437, 1, 0 %, 8555 MiB
2026/09/05 21:28:01.438, 0, 14 %, 10751 MiB
2026/09/05 21:28:01.439, 1, 0 %, 8555 MiB
2026/09/05 21:28:02.440, 0, 4 %, 10751 MiB
2026/09/05 21:28:02.443, 1, 0 %, 8555 MiB
2026/09/05 21:28:03.444, 0, 11 %, 10750 MiB
2026/09/05 21:28:03.446, 1, 0 %, 8555 MiB
2026/09/05 21:28:04.447, 0, 8 %, 10751 MiB
2026/09/05 21:28:04.448, 1, 0 %, 8555 MiB
2026/09/05 21:28:05.450, 0, 13 %, 10751 MiB
2026/09/05 21:28:05.451, 1, 0 %, 8555 MiB
2026/09/05 21:28:06.452, 0, 14 %, 10751 MiB
2026/09/05 21:28:06.455, 1, 0 %, 8555 MiB
2026/09/05 21:28:07.457, 0, 6 %, 10751 MiB
2026/09/05 21:28:07.459, 1, 0 %, 8555 MiB
2026/09/05 21:28:08.461, 0, 12 %, 10751 MiB
2026/09/05 21:28:08.462, 1, 0 %, 8555 MiB
2026/09/05 21:28:09.464, 0, 3 %, 10751 MiB
2026/09/05 21:28:09.466, 1, 0 %, 8555 MiB
2026/09/05 21:28:10.469, 0, 13 %, 10751 MiB
2026/09/05 21:28:10.471, 1, 0 %, 8555 MiB
2026/09/05 21:28:11.472, 0, 5 %, 10751 MiB
2026/09/05 21:28:11.474, 1, 0 %, 8555 MiB
2026/09/05 21:28:12.475, 0, 12 %, 10751 MiB
2026/09/05 21:28:12.478, 1, 0 %, 8555 MiB
2026/09/05 21:28:13.480, 0, 5 %, 10751 MiB
2026/09/05 21:28:13.482, 1, 0 %, 8555 MiB
2026/09/05 21:28:14.483, 0, 21 %, 10764 MiB
2026/09/05 21:28:14.486, 1, 0 %, 8555 MiB
2026/09/05 21:28:15.487, 0, 15 %, 10756 MiB
2026/09/05 21:28:15.488, 1, 0 %, 8555 MiB
2026/09/05 21:28:16.489, 0, 13 %, 10753 MiB
2026/09/05 21:28:16.492, 1, 0 %, 8555 MiB
2026/09/05 21:28:17.493, 0, 4 %, 10753 MiB
2026/09/05 21:28:17.496, 1, 0 %, 8555 MiB
2026/09/05 21:28:18.496, 0, 13 %, 10753 MiB
2026/09/05 21:28:18.499, 1, 0 %, 8555 MiB
2026/09/05 21:28:21.245, 0, 4 %, 10753 MiB
2026/09/05 21:28:21.249, 1, 0 %, 8555 MiB
2026/09/05 21:28:22.251, 0, 13 %, 10753 MiB
2026/09/05 21:28:22.252, 1, 0 %, 8555 MiB
2026/09/05 21:28:23.253, 0, 3 %, 10753 MiB
2026/09/05 21:28:23.257, 1, 0 %, 8555 MiB
2026/09/05 21:28:24.260, 0, 13 %, 10753 MiB
2026/09/05 21:28:24.261, 1, 0 %, 8555 MiB
2026/09/05 21:28:25.262, 0, 5 %, 10753 MiB
2026/09/05 21:28:25.264, 1, 0 %, 8555 MiB
2026/09/05 21:28:26.266, 0, 13 %, 10753 MiB
2026/09/05 21:28:26.268, 1, 0 %, 8555 MiB
2026/09/05 21:28:27.269, 0, 12 %, 10753 MiB
2026/09/05 21:28:27.271, 1, 0 %, 8555 MiB
2026/09/05 21:28:28.273, 0, 5 %, 10753 MiB
2026/09/05 21:28:28.275, 1, 0 %, 8555 MiB
2026/09/05 21:28:29.279, 0, 13 %, 10753 MiB
2026/09/05 21:28:29.280, 1, 0 %, 8555 MiB
2026/09/05 21:28:30.281, 0, 8 %, 10753 MiB
2026/09/05 21:28:30.282, 1, 0 %, 8555 MiB
2026/09/05 21:28:31.283, 0, 16 %, 10753 MiB
2026/09/05 21:28:31.285, 1, 0 %, 8555 MiB
2026/09/05 21:28:32.286, 0, 6 %, 10753 MiB
2026/09/05 21:28:32.288, 1, 0 %, 8555 MiB
2026/09/05 21:28:33.290, 0, 14 %, 10753 MiB
2026/09/05 21:28:33.292, 1, 0 %, 8555 MiB
2026/09/05 21:28:34.294, 0, 6 %, 10753 MiB
2026/09/05 21:28:34.297, 1, 0 %, 8555 MiB
2026/09/05 21:28:35.298, 0, 17 %, 10753 MiB
2026/09/05 21:28:35.299, 1, 0 %, 8555 MiB
2026/09/05 21:28:36.300, 0, 9 %, 10753 MiB
2026/09/05 21:28:36.303, 1, 0 %, 8555 MiB
2026/09/05 21:28:37.305, 0, 10 %, 10753 MiB
2026/09/05 21:28:37.306, 1, 0 %, 8555 MiB
2026/09/05 21:28:38.307, 0, 23 %, 10744 MiB
2026/09/05 21:28:38.308, 1, 0 %, 8555 MiB
2026/09/05 21:28:39.309, 0, 9 %, 10744 MiB
2026/09/05 21:28:39.311, 1, 0 %, 8555 MiB
2026/09/05 21:28:40.313, 0, 17 %, 10744 MiB
2026/09/05 21:28:40.315, 1, 0 %, 8555 MiB
2026/09/05 21:28:41.316, 0, 10 %, 10744 MiB
2026/09/05 21:28:41.318, 1, 0 %, 8555 MiB
2026/09/05 21:28:42.319, 0, 14 %, 10744 MiB
2026/09/05 21:28:42.323, 1, 0 %, 8555 MiB
2026/09/05 21:28:43.325, 0, 6 %, 10744 MiB
2026/09/05 21:28:43.327, 1, 0 %, 8555 MiB
2026/09/05 21:28:44.328, 0, 18 %, 10744 MiB
2026/09/05 21:28:44.331, 1, 0 %, 8555 MiB
2026/09/05 21:28:45.332, 0, 6 %, 10744 MiB
2026/09/05 21:28:45.334, 1, 0 %, 8555 MiB
2026/09/05 21:28:46.335, 0, 12 %, 10744 MiB
2026/09/05 21:28:46.343, 1, 0 %, 8555 MiB
2026/09/05 21:28:47.344, 0, 12 %, 10744 MiB
2026/09/05 21:28:47.346, 1, 0 %, 8555 MiB
2026/09/05 21:28:48.347, 0, 15 %, 10744 MiB
2026/09/05 21:28:48.349, 1, 0 %, 8555 MiB
2026/09/05 21:28:49.352, 0, 2 %, 10744 MiB
2026/09/05 21:28:49.353, 1, 0 %, 8555 MiB
2026/09/05 21:28:50.356, 0, 14 %, 10744 MiB
2026/09/05 21:28:50.358, 1, 0 %, 8555 MiB
2026/09/05 21:28:51.361, 0, 5 %, 10744 MiB
2026/09/05 21:28:51.364, 1, 0 %, 8555 MiB
2026/09/05 21:28:52.367, 0, 12 %, 10744 MiB
2026/09/05 21:28:52.369, 1, 0 %, 8555 MiB
2026/09/05 21:28:55.514, 0, 3 %, 10744 MiB
2026/09/05 21:28:55.516, 1, 0 %, 8555 MiB
2026/09/05 21:28:56.518, 0, 13 %, 10744 MiB
2026/09/05 21:28:56.519, 1, 0 %, 8555 MiB
2026/09/05 21:28:57.521, 0, 14 %, 10744 MiB
2026/09/05 21:28:57.524, 1, 0 %, 8555 MiB
2026/09/05 21:28:58.526, 0, 7 %, 10744 MiB
2026/09/05 21:28:58.527, 1, 0 %, 8555 MiB
2026/09/05 21:28:59.528, 0, 14 %, 10744 MiB
2026/09/05 21:28:59.530, 1, 0 %, 8555 MiB
2026/09/05 21:29:00.533, 0, 9 %, 10744 MiB
2026/09/05 21:29:00.534, 1, 0 %, 8555 MiB
2026/09/05 21:29:01.536, 0, 19 %, 10744 MiB
2026/09/05 21:29:01.538, 1, 0 %, 8555 MiB
2026/09/05 21:29:02.539, 0, 11 %, 10744 MiB
2026/09/05 21:29:02.541, 1, 0 %, 8555 MiB
2026/09/05 21:29:03.542, 0, 13 %, 10744 MiB
2026/09/05 21:29:03.545, 1, 0 %, 8555 MiB
2026/09/05 21:29:04.547, 0, 6 %, 10744 MiB
2026/09/05 21:29:04.549, 1, 0 %, 8555 MiB
2026/09/05 21:29:05.550, 0, 13 %, 10744 MiB
2026/09/05 21:29:05.552, 1, 0 %, 8555 MiB
2026/09/05 21:29:06.555, 0, 30 %, 10780 MiB
2026/09/05 21:29:06.569, 1, 0 %, 8555 MiB
2026/09/05 21:29:07.575, 0, 13 %, 10775 MiB
2026/09/05 21:29:07.576, 1, 0 %, 8555 MiB
2026/09/05 21:29:08.577, 0, 3 %, 10775 MiB
2026/09/05 21:29:08.579, 1, 0 %, 8555 MiB
2026/09/05 21:29:09.580, 0, 12 %, 10775 MiB
2026/09/05 21:29:09.585, 1, 0 %, 8555 MiB
2026/09/05 21:29:10.588, 0, 13 %, 10774 MiB
2026/09/05 21:29:10.590, 1, 0 %, 8555 MiB
2026/09/05 21:29:11.591, 0, 6 %, 10769 MiB
2026/09/05 21:29:11.593, 1, 0 %, 8555 MiB
2026/09/05 21:29:12.595, 0, 13 %, 10771 MiB
2026/09/05 21:29:12.597, 1, 0 %, 8555 MiB
2026/09/05 21:29:13.598, 0, 8 %, 10765 MiB
2026/09/05 21:29:13.601, 1, 0 %, 8555 MiB
2026/09/05 21:29:14.603, 0, 13 %, 10767 MiB
2026/09/05 21:29:14.605, 1, 0 %, 8555 MiB
2026/09/05 21:29:15.607, 0, 4 %, 10767 MiB
2026/09/05 21:29:15.608, 1, 0 %, 8555 MiB
2026/09/05 21:29:16.609, 0, 14 %, 10766 MiB
2026/09/05 21:29:16.611, 1, 0 %, 8555 MiB
2026/09/05 21:29:17.613, 0, 8 %, 10767 MiB
2026/09/05 21:29:17.614, 1, 0 %, 8555 MiB
2026/09/05 21:29:18.615, 0, 14 %, 10767 MiB
2026/09/05 21:29:18.618, 1, 0 %, 8555 MiB
2026/09/05 21:29:19.619, 0, 6 %, 10767 MiB
2026/09/05 21:29:19.621, 1, 0 %, 8555 MiB
2026/09/05 21:29:20.623, 0, 16 %, 10767 MiB
2026/09/05 21:29:20.625, 1, 0 %, 8555 MiB
2026/09/05 21:29:21.628, 0, 7 %, 10765 MiB
2026/09/05 21:29:21.630, 1, 0 %, 8555 MiB
2026/09/05 21:29:22.631, 0, 14 %, 10767 MiB
2026/09/05 21:29:22.633, 1, 0 %, 8555 MiB
2026/09/05 21:29:23.634, 0, 6 %, 10767 MiB
2026/09/05 21:29:23.637, 1, 0 %, 8555 MiB
2026/09/05 21:29:24.638, 0, 19 %, 10766 MiB
2026/09/05 21:29:24.639, 1, 0 %, 8555 MiB
2026/09/05 21:29:25.640, 0, 4 %, 10767 MiB
2026/09/05 21:29:25.642, 1, 0 %, 8555 MiB
2026/09/05 21:29:26.643, 0, 7 %, 10765 MiB
2026/09/05 21:29:26.644, 1, 0 %, 8555 MiB
2026/09/05 21:29:29.643, 0, 17 %, 10775 MiB
2026/09/05 21:29:29.646, 1, 0 %, 8555 MiB
2026/09/05 21:29:30.648, 0, 6 %, 10765 MiB
2026/09/05 21:29:30.650, 1, 0 %, 8555 MiB
2026/09/05 21:29:31.650, 0, 13 %, 10765 MiB
2026/09/05 21:29:31.652, 1, 0 %, 8555 MiB
2026/09/05 21:29:32.653, 0, 5 %, 10773 MiB
2026/09/05 21:29:32.654, 1, 0 %, 8555 MiB
2026/09/05 21:29:33.656, 0, 12 %, 10773 MiB
2026/09/05 21:29:33.657, 1, 0 %, 8555 MiB
2026/09/05 21:29:34.658, 0, 7 %, 10767 MiB
2026/09/05 21:29:34.660, 1, 0 %, 8555 MiB
2026/09/05 21:29:35.661, 0, 13 %, 10766 MiB
2026/09/05 21:29:35.663, 1, 0 %, 8555 MiB
2026/09/05 21:29:36.665, 0, 6 %, 10774 MiB
2026/09/05 21:29:36.665, 1, 0 %, 8555 MiB
2026/09/05 21:29:37.666, 0, 17 %, 10773 MiB
2026/09/05 21:29:37.667, 1, 0 %, 8555 MiB
2026/09/05 21:29:38.668, 0, 3 %, 10775 MiB
2026/09/05 21:29:38.673, 1, 0 %, 8555 MiB
2026/09/05 21:29:39.674, 0, 16 %, 10773 MiB
2026/09/05 21:29:39.675, 1, 0 %, 8555 MiB
2026/09/05 21:29:40.677, 0, 7 %, 10773 MiB
2026/09/05 21:29:40.679, 1, 0 %, 8555 MiB
